kernel line : count latency dram_traffic smem_bk_conflicts smem_warp gmem_access_generated gmem_warp exposed_latency warp_divergence
_1.ptx 1552 : 814 5698 0 0 0 0 0 0 0 
_1.ptx 729 : 1024 9920 4096 0 0 0 0 0 0 
_1.ptx 1848 : 997 11069 0 0 0 0 0 0 0 
_1.ptx 1025 : 2016 16329 0 0 0 0 0 0 0 
_1.ptx 1649 : 814 9267 0 0 0 0 0 0 0 
_1.ptx 826 : 1024 7264 0 0 0 0 0 0 0 
_1.ptx 704 : 1024 7168 0 0 0 0 0 0 0 
_1.ptx 1931 : 1024 10848 0 0 0 0 0 0 0 
_1.ptx 1823 : 814 6513 0 0 0 0 0 0 0 
_1.ptx 1000 : 2016 3454 0 0 0 0 0 0 34 
_1.ptx 801 : 1024 11296 0 0 0 0 0 0 0 
_1.ptx 727 : 1024 7936 4096 0 0 0 0 0 0 
_1.ptx 1023 : 2016 16163 0 0 0 0 0 0 0 
_1.ptx 824 : 1024 7008 0 0 0 0 0 0 0 
_1.ptx 750 : 1024 5376 0 0 0 0 0 0 0 
_1.ptx 1924 : 1024 8256 0 0 0 0 0 0 0 
_1.ptx 1101 : 79 869 0 0 0 0 0 0 0 
_1.ptx 1526 : 814 6607 0 0 0 0 0 0 0 
_1.ptx 703 : 1024 278528 0 0 0 0 0 0 0 
_1.ptx 1623 : 814 5698 0 0 0 0 0 0 0 
_1.ptx 800 : 1024 11296 0 0 0 0 0 0 0 
_1.ptx 1209 : 2016 16910 0 0 0 0 0 0 0 
_1.ptx 1572 : 814 5698 0 0 0 0 0 0 0 
_1.ptx 749 : 1024 5376 0 0 0 0 0 0 0 
_1.ptx 1525 : 814 5750 0 0 0 0 0 0 0 
_1.ptx 702 : 1024 278528 0 0 0 0 0 0 0 
_1.ptx 1106 : 79 873 0 0 0 0 0 0 0 
_1.ptx 1929 : 1024 7264 0 0 0 0 0 0 0 
_1.ptx 1548 : 814 5707 0 0 0 0 0 0 0 
_1.ptx 725 : 1024 9728 0 0 0 0 0 0 0 
_1.ptx 1582 : 814 8309 0 0 0 0 0 0 0 
_1.ptx 759 : 1024 318304 128 0 0 0 0 0 0 
_1.ptx 1168 : 2016 22176 0 0 0 0 0 0 0 
_1.ptx 1110 : 1937 11625 0 0 0 0 0 0 0 
_1.ptx 701 : 1024 278528 128 0 0 0 0 0 0 
_1.ptx 1105 : 79 711 0 0 0 0 0 0 0 
_1.ptx 1928 : 1024 3072 0 0 0 0 0 0 0 
_1.ptx 1535 : 814 6513 0 0 0 0 0 0 0 
_1.ptx 712 : 1024 11744 0 0 0 0 0 0 0 
_1.ptx 1121 : 2016 22240 0 0 0 0 0 0 0 
_1.ptx 809 : 1024 10240 0 0 0 0 0 0 0 
_1.ptx 748 : 1024 6912 4096 0 0 64 32 0 0 
_1.ptx 1820 : 814 6512 0 0 0 0 0 0 0 
_1.ptx 997 : 2016 16192 0 0 0 0 0 0 0 
_1.ptx 1621 : 814 5809 0 0 0 0 0 0 0 
_1.ptx 798 : 1024 25088 0 0 0 0 0 0 0 
_1.ptx 1207 : 2016 16428 0 0 0 0 0 0 0 
_1.ptx 724 : 1024 8192 0 0 0 0 0 0 0 
_1.ptx 1644 : 814 8974 0 0 0 0 0 0 0 
_1.ptx 821 : 1024 8448 0 0 0 0 0 0 0 
_1.ptx 1230 : 997 6998 0 0 0 0 0 0 0 
_1.ptx 711 : 1024 6144 0 0 0 0 0 0 0 
_1.ptx 1115 : 2016 14272 0 0 0 0 0 0 0 
_1.ptx 1938 : 1024 6144 0 0 0 0 0 0 0 
_1.ptx 1098 : 1437 8154 0 0 0 0 0 0 13 
_1.ptx 700 : 1024 6144 0 0 0 0 0 0 0 
_1.ptx 1104 : 79 576 0 0 0 0 0 0 0 
_1.ptx 1927 : 1024 13696 0 0 0 0 0 0 0 
_1.ptx 1546 : 814 5698 0 0 0 0 0 0 0 
_1.ptx 723 : 1024 9728 0 0 0 0 0 0 0 
_1.ptx 1842 : 997 8973 0 0 0 0 0 0 0 
_1.ptx 1019 : 1937 11622 0 0 0 0 0 0 0 
_1.ptx 820 : 1024 7168 0 0 0 0 0 0 0 
_1.ptx 1229 : 997 6893 0 0 0 0 0 0 0 
_1.ptx 1584 : 814 7349 0 0 0 0 0 0 0 
_1.ptx 761 : 1024 29600 0 0 0 0 0 0 0 
_1.ptx 1170 : 2016 18176 0 0 0 0 0 0 0 
_1.ptx 1537 : 814 0 0 0 0 0 0 0 0 
